id,name,country,country_code,latitude,longitude,status,status_class,reactor_type,reactor_model,construction_start_at,operational_from,operational_to,temporal_start,temporal_end,capacity_mwe,last_updated_at,source,iaea_id,dataset_region,geometry_note,map_year,period_start,period_end,decade_label,status_at_year,snapshot_rule
141,Chinon-A1,France,FR,47.232,0.167,Shutdown,shutdown_or_decommissioned,GCR,UNGG,1957-02-01,1964-02-01,1973-04-16,1964-02-01,1973-04-16,68.0,2015-05-24T04:50:52+03:00,WNA/IAEA,173.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
142,Chinon-A2,France,FR,47.232,0.167,Shutdown,shutdown_or_decommissioned,GCR,UNGG,1959-08-01,1965-02-24,1985-06-14,1965-02-24,1985-06-14,170.0,2015-05-24T04:50:53+03:00,WNA/IAEA,184.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
143,Chinon-A3,France,FR,47.232,0.167,Shutdown,shutdown_or_decommissioned,GCR,UNGG,1961-03-01,1966-08-04,1990-06-15,1966-08-04,1990-06-15,480.0,2015-05-24T04:50:58+03:00,WNA/IAEA,195.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
148,Chooz-A,France,FR,50.086,4.792,Shutdown,shutdown_or_decommissioned,PWR,CHOOZ-A,1962-01-01,1967-04-15,1991-10-30,1967-04-15,1991-10-30,280.0,2015-05-24T04:51:01+03:00,WNA/IAEA,206.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
202,EL-4 (Monts D'Arree),France,FR,48.35,-3.866667,Shutdown,shutdown_or_decommissioned,HWGCR,Monts-D'Arree,1962-07-01,1968-06-01,1985-07-31,1968-06-01,1985-07-31,70.0,2015-05-24T05:20:27+03:00,IAEA,217.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
243,G-2 (Marcoule),France,FR,44.142,4.713,Shutdown,shutdown_or_decommissioned,GCR,,1955-03-01,1959-04-22,1980-02-02,1959-04-22,1980-02-02,36.0,2015-05-24T04:50:51+03:00,WNA/IAEA,172.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
244,G-3 (Marcoule),France,FR,44.142,4.713,Shutdown,shutdown_or_decommissioned,GCR,,1956-03-01,1960-04-04,1984-06-20,1960-04-04,1984-06-20,36.0,2015-05-24T04:50:50+03:00,WNA/IAEA,161.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
654,St. Laurent-A1,France,FR,47.724,1.582,Shutdown,shutdown_or_decommissioned,GCR,UNGG,1963-10-01,1969-06-01,1990-04-18,1969-06-01,1990-04-18,480.0,2015-05-24T04:51:06+03:00,WNA/IAEA,225.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
348,AVR Juelich,Germany,DE,50.903,6.421,Shutdown,shutdown_or_decommissioned,HTGR,Pebble bed reactor prototype,1961-08-01,1969-05-19,1988-12-31,1969-05-19,1988-12-31,13.0,2021-06-07,WNA/IAEA,114.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
272,Gundremmingen-A,Germany,DE,48.513,10.401,Shutdown,shutdown_or_decommissioned,BWR,,1962-12-12,1967-04-12,1977-01-13,1967-04-12,1977-01-13,237.0,2015-05-24T04:50:46+03:00,WNA/IAEA,104.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
441,Lingen,Germany,DE,52.483,7.302,Shutdown,shutdown_or_decommissioned,BWR,BWR with fossil fuel-fired superheater,1964-10-01,1968-10-01,1977-01-05,1968-10-01,1977-01-05,183.0,2021-02-14T03:47:53+02:00,WNA/IAEA,133.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
370,MZFR,Germany,DE,49.104,8.432,Shutdown,shutdown_or_decommissioned,PHWR,,1961-12-01,1966-12-19,1984-05-03,1966-12-19,1984-05-03,50.0,2021-06-07,WNA/IAEA,93.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
494,Obrigheim,Germany,DE,49.365,9.077,Shutdown,shutdown_or_decommissioned,PWR,,1965-03-15,1969-03-31,2005-05-11,1969-03-31,2005-05-11,283.0,2015-05-24T04:50:46+03:00,WNA/IAEA,121.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
576,Rheinsberg,Germany,DE,53.147,12.991,Shutdown,shutdown_or_decommissioned,PWR,VVER-70,1960-01-01,1966-10-11,1990-06-01,1966-10-11,1990-06-01,62.0,2015-05-24T04:50:47+03:00,WNA/IAEA,122.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
206,Enrico Fermi,Italy,IT,45.183333,8.283333,Shutdown,shutdown_or_decommissioned,PWR,WH 4LP,1961-07-01,1965-01-01,1990-07-01,1965-01-01,1990-07-01,247.0,2017-02-10T23:56:19+02:00,IAEA,326.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
245,Garigliano,Italy,IT,41.258,13.835,Shutdown,shutdown_or_decommissioned,BWR,BWR-1,1959-11-01,1964-06-01,1982-03-01,1964-06-01,1982-03-01,150.0,2015-05-24T04:51:26+03:00,WNA/IAEA,325.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
423,Latina,Italy,IT,41.427,12.808,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1958-11-01,1964-01-01,1987-12-01,1964-01-01,1987-12-01,200.0,2015-05-24T04:51:26+03:00,WNA/IAEA,318.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
253,Dodewaard,Netherlands,NL,51.899,5.687,Shutdown,shutdown_or_decommissioned,BWR,GE design,1965-05-01,1969-03-26,1997-03-26,1969-03-26,1997-03-26,54.0,2021-06-07,WNA/IAEA,422.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
16,APS-1 Obninsk,Russia,RU,55.084,36.57,Shutdown,shutdown_or_decommissioned,LWGR,AM-1,1951-01-01,1954-12-01,2002-04-29,1954-12-01,2002-04-29,5.0,2015-05-24T04:51:32+03:00,WNA/IAEA,447.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
489,Novovoronezh-1,Russia,RU,51.275,39.206,Shutdown,shutdown_or_decommissioned,PWR,VVER V-210,1957-07-01,1964-12-31,1988-02-16,1964-12-31,1988-02-16,197.0,2018-07-01T01:21:51+03:00,WNA/IAEA,499.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
346,Jose Cabrera-1 (Zorita),Spain,ES,40.362,-2.818,Shutdown,shutdown_or_decommissioned,PWR,WH 1LP,1964-06-24,1969-08-13,2006-04-30,1969-08-13,2006-04-30,153.0,2017-02-10T23:56:06+02:00,WNA/IAEA,139.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
1,Ågesta,Sweden,SE,59.206,18.0829,Shutdown,shutdown_or_decommissioned,PHWR,,1957-12-01,1964-05-01,1974-06-02,1964-05-01,1974-06-02,9.0,2015-05-24T04:51:37+03:00,WNA/IAEA,528.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
53,Beznau-1,Switzerland,CH,47.552,8.229,Operational,active_or_suspended,PWR,WH 2LP,1965-09-01,1969-12-09,,1969-12-09,2100-01-01,350.0,2022-04-21T20:26:19+03:00,WNA/IAEA,55.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
51,Berkeley-1,United Kingdom,GB,51.692,-2.494,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1957-01-01,1962-06-12,1989-03-31,1962-06-12,1989-03-31,138.0,2015-05-24T04:51:19+03:00,WNA/IAEA,264.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
52,Berkeley-2,United Kingdom,GB,51.692,-2.494,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1957-01-01,1962-10-20,1988-10-26,1962-10-20,1988-10-26,138.0,2015-05-24T04:51:19+03:00,WNA/IAEA,265.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
74,Bradwell-1,United Kingdom,GB,51.742,0.899,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1957-01-01,1962-07-01,2002-03-31,1962-07-01,2002-03-31,150.0,2015-05-24T04:51:19+03:00,WNA/IAEA,266.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
75,Bradwell-2,United Kingdom,GB,51.742,0.899,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1957-01-01,1962-11-12,2002-03-30,1962-11-12,2002-03-30,150.0,2015-05-24T04:51:19+03:00,WNA/IAEA,267.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
105,Calder Hall-1,United Kingdom,GB,54.42,-3.491,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1953-08-01,1956-10-01,2003-03-31,1956-10-01,2003-03-31,35.0,2015-05-24T04:51:09+03:00,WNA/IAEA,231.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
106,Calder Hall-2,United Kingdom,GB,54.42,-3.491,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1953-08-01,1957-02-01,2003-03-31,1957-02-01,2003-03-31,35.0,2015-05-24T04:51:09+03:00,WNA/IAEA,232.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
107,Calder Hall-3,United Kingdom,GB,54.42,-3.491,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1955-08-01,1958-05-01,2003-03-31,1958-05-01,2003-03-31,35.0,2015-05-24T04:51:10+03:00,WNA/IAEA,233.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
108,Calder Hall-4,United Kingdom,GB,54.42,-3.491,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1955-08-01,1959-04-01,2003-03-31,1959-04-01,2003-03-31,35.0,2015-05-24T04:51:10+03:00,WNA/IAEA,234.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
127,Chapelcross-1,United Kingdom,GB,55.014,-3.223,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1955-10-01,1959-03-01,2004-06-29,1959-03-01,2004-06-29,35.0,2015-05-24T04:51:17+03:00,WNA/IAEA,252.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
128,Chapelcross-2,United Kingdom,GB,55.014,-3.223,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1955-10-01,1959-08-01,2004-06-29,1959-08-01,2004-06-29,35.0,2015-05-24T04:51:18+03:00,WNA/IAEA,253.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
129,Chapelcross-3,United Kingdom,GB,55.014,-3.223,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1955-10-01,1959-12-01,2004-06-29,1959-12-01,2004-06-29,35.0,2015-05-24T04:51:18+03:00,WNA/IAEA,254.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
130,Chapelcross-4,United Kingdom,GB,55.014,-3.223,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1955-10-01,1960-03-01,2004-06-29,1960-03-01,2004-06-29,35.0,2015-05-24T04:51:18+03:00,WNA/IAEA,255.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
187,Dounreay DFR,United Kingdom,GB,58.577,-3.745,Shutdown,shutdown_or_decommissioned,FBR,,1955-03-01,1962-10-01,1977-03-01,1962-10-01,1977-03-01,14.0,2015-05-24T04:51:14+03:00,WNA/IAEA,242.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
197,Dungeness-A1,United Kingdom,GB,50.914,0.962,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1960-07-01,1965-10-28,2006-12-31,1965-10-28,2006-12-31,275.0,2015-05-24T04:51:20+03:00,WNA/IAEA,275.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
198,Dungeness-A2,United Kingdom,GB,50.914,0.962,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1960-07-01,1965-12-30,2006-12-31,1965-12-30,2006-12-31,275.0,2015-05-24T04:51:20+03:00,WNA/IAEA,276.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
312,Hinkley Point-A1,United Kingdom,GB,51.209,-3.131,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1957-11-01,1965-03-30,2000-05-23,1965-03-30,2000-05-23,250.0,2015-05-24T04:51:19+03:00,WNA/IAEA,271.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
313,Hinkley Point-A2,United Kingdom,GB,51.209,-3.131,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1957-11-01,1965-05-05,2000-05-23,1965-05-05,2000-05-23,250.0,2015-05-24T04:51:19+03:00,WNA/IAEA,272.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
328,Hunterston-A1,United Kingdom,GB,55.722,-4.893,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1957-10-01,1964-02-05,1990-03-30,1964-02-05,1990-03-30,150.0,2015-05-24T04:51:19+03:00,WNA/IAEA,269.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
329,Hunterston-A2,United Kingdom,GB,55.722,-4.893,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1957-10-01,1964-07-01,1989-12-31,1964-07-01,1989-12-31,150.0,2015-05-24T04:51:19+03:00,WNA/IAEA,270.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
503,Oldbury-A1,United Kingdom,GB,51.649,-2.567,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1962-05-01,1967-12-31,2012-02-29,1967-12-31,2012-02-29,300.0,2015-05-24T04:51:11+03:00,WNA/IAEA,237.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
504,Oldbury-A2,United Kingdom,GB,51.649,-2.567,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1962-05-01,1968-09-30,2011-06-30,1968-09-30,2011-06-30,300.0,2015-05-24T04:51:12+03:00,WNA/IAEA,238.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
638,Sizewell-A1,United Kingdom,GB,52.212,1.621,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1961-04-01,1966-03-25,2006-12-31,1966-03-25,2006-12-31,290.0,2015-05-24T04:51:10+03:00,WNA/IAEA,235.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
639,Sizewell-A2,United Kingdom,GB,52.212,1.621,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1961-04-01,1966-09-15,2006-12-31,1966-09-15,2006-12-31,290.0,2015-05-24T04:51:11+03:00,WNA/IAEA,236.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
704,Trawsfynydd-1,United Kingdom,GB,52.923,-3.947,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1959-07-01,1965-03-24,1991-02-06,1965-03-24,1991-02-06,250.0,2015-05-24T04:51:20+03:00,WNA/IAEA,273.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
705,Trawsfynydd-2,United Kingdom,GB,52.922,-3.947,Shutdown,shutdown_or_decommissioned,GCR,MAGNOX,1959-07-01,1965-03-24,1991-02-04,1965-03-24,1991-02-04,250.0,2015-05-24T04:51:20+03:00,WNA/IAEA,274.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
738,Windscale AGR,United Kingdom,GB,54.426,-3.505,Shutdown,shutdown_or_decommissioned,GCR,AGR,1958-11-01,1963-03-01,1981-04-03,1963-03-01,1981-04-03,32.0,2015-05-24T04:51:19+03:00,WNA/IAEA,268.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
739,Winfrith SGHWR,United Kingdom,GB,50.68,-2.272,Shutdown,shutdown_or_decommissioned,SGHWR,,1963-05-01,1968-01-01,1990-09-11,1968-01-01,1990-09-11,92.0,2015-05-24T04:51:12+03:00,WNA/IAEA,239.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1970,1970-01-01,1979-12-31,1970s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
19,Armenian-1,Armenia,AM,40.182,44.147,Shutdown,shutdown_or_decommissioned,PWR,VVER V-270,1969-07-01,1977-10-06,1989-02-25,1977-10-06,1989-02-25,376.0,2021-06-07,WNA/IAEA,1.0,Europe_bbox_lon_-25_45_lat_34_72,Approximate point coordinates from GeoNuclearData,1980,1980-01-01,1989-12-31,1980s,active,operational_from <= Jan 1 of map_year and operational_to > Jan 1 of map_year
