id,hospital_name,site_name,lat,lon,street,house_number,postcode,city,address,cntr_id,emergency,cap_beds,cap_prac,cap_rooms,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,geo_qual,comments
CZ_1095,FAKULTNÍ NEMOCNICE OLOMOUC,,49.585952161261,17.239606127356,ZDRAVOTNÍKÙ,248/7,77900.0,OLOMOUC,,CZ,,,,,FAKULTNÍ NEMOCNICE,,"PORODNICE, SAM.ORD.PRAKT.LÉKAØE PRO DÌTI A DOROST, ZAØÍZENÍ LPS, SAMOSTATNÉ ZAØÍZENÍ PSYCHOLOGA",420588441111.0,info@fnol.cz,http://www.fnol.cz,01/09/2023,22/04/2026,,
CZ_283,FAKULTNÍ NEMOCNICE V MOTOLE,,50.072658816802,14.340550391565,V ÚVALU,84/1,15000.0,PRAHA 5,,CZ,,,,,FAKULTNÍ NEMOCNICE,,"PORODNICE, LÉÈEBNA PRO DLOUHODOBÌ NEMOCNÉ (LDN), SAMOST. ORDINACE VŠEOB. PRAKT. LÉKAØE, ZAØÍZENÍ LPS",420224431111.0,reditelstvi@fnmotol.cz,http://www.fnmotol.cz,01/09/2023,22/04/2026,,
CZ_267,FAKULTNÍ NEMOCNICE KRÁLOVSKÉ VINOHRADY,,50.075717870637,14.475425133187,ŠROBÁROVA,1150/50,10000.0,PRAHA 10,,CZ,,,,,FAKULTNÍ NEMOCNICE,,"PORODNICE, LÉÈEBNA PRO DLOUHODOBÌ NEMOCNÉ (LDN), SAMOST. ORDINACE VŠEOB. PRAKT. LÉKAØE, ZAØÍZENÍ LPS",420267162200.0,fnkvred@fnkv.cz,https://fnkv.cz,01/09/2023,22/04/2026,,
CZ_242,"VŠEOBECNÁ FAKULTNÍ NEMOCNICE V PRAZE, FONIATRICKÁ KLINIKA",,50.077190450365,14.426045772267,ŽITNÁ,569/24,12000.0,PRAHA 2,,CZ,,,,,FAKULTNÍ NEMOCNICE,,,420224961111.0,vfn@vfn.cz,https://www.vfn.cz/,01/09/2023,22/04/2026,,
CZ_241,"VŠEOBECNÁ FAKULTNÍ NEMOCNICE V PRAZE, KLINIKA DÌTSKÉHO LÉKAØSTVÍ, ÚSTAV SOUD. LÉKAØSTVÍ, ÚLBLD",,50.069834262122,14.428616755691,KE KARLOVU,455/2,12000.0,PRAHA 2,,CZ,,,,,FAKULTNÍ NEMOCNICE,,"ZAØÍZENÍ LPS, SAM.ORD.PRAKT.LÉKAØE PRO DÌTI A DOROST",420224961111.0,vfn@vfn.cz,https://www.vfn.cz/,01/09/2023,22/04/2026,,
CZ_240,"VŠEOBECNÁ FAKULTNÍ NEMOCNICE V PRAZE, UROLOGICKÁ KLINIKA",,50.071491309217,14.428244482755,KE KARLOVU,459/6,12000.0,PRAHA 2,,CZ,,,,,FAKULTNÍ NEMOCNICE,,,420224961111.0,vfn@vfn.cz,https://www.vfn.cz/,01/09/2023,22/04/2026,,
CZ_237,"VŠEOBECNÁ FAKULTNÍ NEMOCNICE V PRAZE, GYNEKOLOGICKO - PORODNICKÁ KLINIKA",,50.071397293088,14.426581968372,APOLINÁØSKÁ,441/18,12800.0,PRAHA 2,,CZ,,,,,FAKULTNÍ NEMOCNICE,,PORODNICE,420224961111.0,vfn@vfn.cz,https://www.vfn.cz/,01/09/2023,22/04/2026,,
CZ_234,"VŠEOBECNÁ FAKULTNÍ NEMOCNICE V PRAZE, KLINIKA ADIKTOLOGIE",,50.070744530412,14.423137554406,APOLINÁØSKÁ,447/4A,12800.0,PRAHA 2,,CZ,,,,,FAKULTNÍ NEMOCNICE,,,420224961111.0,vfn@vfn.cz,https://www.vfn.cz/,01/09/2023,22/04/2026,,
CZ_233,"VŠEOBECNÁ FAKULTNÍ NEMOCNICE V PRAZE, PSYCHIATRICKÁ KLINIKA, SEXUOLOGICKÝ ÚSTAV",,50.072125828619,14.427616928714,KE KARLOVU,460/11,12000.0,PRAHA 2,,CZ,,,,,FAKULTNÍ NEMOCNICE,,,420224961111.0,vfn@vfn.cz,https://www.vfn.cz/,01/09/2023,22/04/2026,,
CZ_232,"VŠEOBECNÁ FAKULTNÍ NEMOCNICE V PRAZE, NEUROLOGICKÁ KLINIKA",,50.074055295847,14.424949221604,KATEØINSKÁ,468/30,12000.0,PRAHA 2,,CZ,,,,,FAKULTNÍ NEMOCNICE,,,420224961111.0,vfn@vfn.cz,https://www.vfn.cz/,01/09/2023,22/04/2026,,
CZ_230,"VŠEOBECNÁ FAKULTNÍ NEMOCNICE V PRAZE, GERIATRICKÁ KLINIKA",,50.071459229998,14.435010222314,LONDÝNSKÁ,545/15,12000.0,PRAHA 2,,CZ,,,,,FAKULTNÍ NEMOCNICE,,,420224961111.0,vfn@vfn.cz,https://www.vfn.cz/,01/09/2023,22/04/2026,,
CZ_229,"VŠEOBECNÁ FAKULTNÍ NEMOCNICE V PRAZE, INTERNÍ ODDÌLENÍ STRAHOV",,50.079115856366,14.39150742677,ŠERMÍØSKÁ,1921/4,16900.0,PRAHA 6,,CZ,,,,,FAKULTNÍ NEMOCNICE,,,420224961111.0,vfn@vfn.cz,https://www.vfn.cz/,01/09/2023,22/04/2026,,
CZ_228,"VŠEOBECNÁ FAKULTNÍ NEMOCNICE V PRAZE, III. INTERNÍ KLINIKA",,50.073634990195,14.420968979462,U NEMOCNICE,504/1,12800.0,PRAHA 2,,CZ,,,,,FAKULTNÍ NEMOCNICE,,,420224961111.0,vfn@vfn.cz,https://www.vfn.cz/,01/09/2023,22/04/2026,,
IT_207-190552,CASA DI CURA CLINICA DEL MEDITERRANEO,,36.91951367,14.70417027,,,,RAGUSA,"VIA ETTORE FIERAMOSCA,100",IT,,100,,,,Public,CARDIOLOGIA | CHIRURGIA GENERALE | CHIRURGIA MAXILLO FACCIALE | CHIRURGIA PLASTICA | CHIRURGIA VASCOLARE | NEUROLOGIA | OCULISTICA | ORTOPEDIA E TRAUMATOLOGIA | OSTETRICIA E GINECOLOGIA | OTORINOLARINGOIATRIA | UROLOGIA | RECUPERO E RIABILITAZIONE,,,,31/12/2021,22/04/2026,-1,
PL_439,SZPITAL POWIATOWY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ W PASŁĘKU,,54.0628285166317,19.6629561591683,UL. KOPERNIKA,24A,14-400,PASŁĘK,,PL,,,,,,,IZBA PRZYJĘĆ SZPITALA | ODDZIAŁ PEDIATRYCZNY | ODDZIAŁ CHORÓB WEWNĘTRZNYCH,"55 249 15 02;55 249 15 76,   55 249 15 53;55 249 15 88,  55 249 15 33",sekretariat@szpitalpaslek.com;sekretariat@szpitalpaslek.com;sekretariat@szpitalpaslek.com,,25/03/2021,22/04/2026,-2,
IT_201-41032,CITY CLINIC SRL,,46.469505631091,11.3186079960729,,,,BOLZANO,VIA WALTRAUD GEBERT DEEG 3G,IT,,6,,,,Public,CHIRURGIA GENERALE,,,,31/12/2021,22/04/2026,-2,
IT_209-190354,P.O.ABELE AJELLO-MAZARA D.VALLO,,37.65718577,12.60046183,,,,MAZARA DEL VALLO,VIA SALEMI N°175,IT,,87,,,,Public,CARDIOLOGIA | CHIRURGIA GENERALE | MALATTIE INFETTIVE E TROPICALI | MEDICINA GENERALE | NEUROLOGIA | OSTETRICIA E GINECOLOGIA | UNITA` CORONARICA,,,,31/12/2021,22/04/2026,-1,
IT_206-190718,CASA DI CURA LATTERI VALSAVA S.R.L.,,38.1409905,13.346334,,,,PALERMO,"VIA F. CORDOVA, 62",IT,,54,,,,Public,DAY HOSPITAL | CHIRURGIA GENERALE | ORTOPEDIA E TRAUMATOLOGIA | UROLOGIA | RECUPERO E RIABILITAZIONE | GASTROENTEROLOGIA | DAY SURGERY,,,,31/12/2021,22/04/2026,-1,
DK_27,SYDVESTJYSK SYGEHUS – BRØRUP VENEKLINIK,,55.48116,9.02187,SKOLEGADE 12 A,,6650,BRØRUP,,DK,,,,,,,,,,,,22/04/2026,-1,
DK_32,ODENSE UNIVERSITETSHOSPITAL/SVENDBORG – NYBORG,,55.31639,10.78713,VESTERGADE 17,,5800,NYBORG,,DK,,,,,,,,,,,,22/04/2026,-1,
DK_34,ODENSE UNIVERSITETSHOSPITAL/SVENDBORG – ÆRØSKØBING,,54.89261,10.40626,SYGEHUSVEJEN 18,,5970,ÆRØSKØBING,,DK,,,,,,,,,,,,22/04/2026,-1,
DK_41,REGIONSHOSPITALET RANDERS – GRENAA (SUNDHEDSHUS),,56.41847,10.86303,SYGEHUSVEJ 15-19,,8500,GRENÅ,,DK,,,,,,,,,,,,22/04/2026,-1,
DK_45,HOSPITALSENHEDEN MIDT – HAMMEL NEUROCENTER,,56.25599,9.8698,VOLDBYVEJ 15A,,8450,HAMMEL,,DK,,,,,,,,,,,,22/04/2026,-1,
DK_52,REGIONSHOSPITALET HORSENS – BRÆDSTRUP LIVSSTILSCENTER,,55.97382,9.6167,SYGEHUSVEJ 20,,8740,BRÆDSTRUP,,DK,,,,,,,,,,,,22/04/2026,-1,
IT_201-200021,P.O. 'A.G. MASTINO' - BOSA,,40.298498,8.495947,,,,BOSA,VIA G.A. PISCHEDDA,IT,,34,,,,Public,CHIRURGIA GENERALE | MEDICINA GENERALE,,,,31/12/2021,22/04/2026,-1,
IT_202-90602-03,OSPEDALE DELLE APUANE,,44.01935459,10.09933828,,,,MASSA,VIA MATTEI 21,IT,,344,,,,Public,CARDIOLOGIA | CHIRURGIA GENERALE | CHIRURGIA VASCOLARE | MALATTIE INFETTIVE E TROPICALI | MEDICINA GENERALE | NEFROLOGIA | NEUROLOGIA | OCULISTICA | ORTOPEDIA E TRAUMATOLOGIA | OSTETRICIA E GINECOLOGIA | OTORINOLARINGOIATRIA | PEDIATRIA | PSICHIATRIA | UROLOGIA | TERAPIA INTENSIVA | UNITA` CORONARICA | DERMATOLOGIA | NEONATOLOGIA | ONCOLOGIA | PNEUMOLOGIA | RADIOLOGIA,,,,31/12/2021,22/04/2026,-1,
IT_205-150070,OSPEDALE RIZZOLI,,40.75031844,13.89585036,,,,LACCO AMENO,VIA FUNDERA LACCO AMENO,IT,,94,,,,Public,CARDIOLOGIA | CHIRURGIA GENERALE | MEDICINA GENERALE | ORTOPEDIA E TRAUMATOLOGIA | OSTETRICIA E GINECOLOGIA | PEDIATRIA | TERAPIA INTENSIVA | UNITA` CORONARICA | ONCOLOGIA | TERAPIA SEMI-INTENSIVA,,,,31/12/2021,22/04/2026,-1,
IT_205-180075,CASA DI CURA 'VILLA CAMINITI',,38.215801223756124,15.638695925279263,,,,VILLA SAN GIOVANNI,"VIA NAZIONALE, 421",IT,,70,,,,Public,CHIRURGIA GENERALE | ORTOPEDIA E TRAUMATOLOGIA | RECUPERO E RIABILITAZIONE,,,,31/12/2021,22/04/2026,-1,
IT_201-200028,P.O.SIRAI,,39.18580702,8.50745848,,,,CARBONIA,LOCALITA' SIRAI,IT,,142,,,,Public,CARDIOLOGIA | CHIRURGIA GENERALE | EMATOLOGIA | MEDICINA GENERALE | NEFROLOGIA | NEUROLOGIA | ORTOPEDIA E TRAUMATOLOGIA | PSICHIATRIA | UROLOGIA | TERAPIA INTENSIVA | UNITA` CORONARICA | ONCOLOGIA,,,,31/12/2021,22/04/2026,-1,
IT_209-190353,P.O.PAOLO BORSELLINO - MARSALA,,37.79491783,12.49853826,,,,MARSALA,VIA SALEMI - C/DA CARDILLA,IT,,150,,,,Public,CHIRURGIA GENERALE | MEDICINA GENERALE | OSTETRICIA E GINECOLOGIA | PEDIATRIA | TERAPIA INTENSIVA | PNEUMOLOGIA | TERAPIA SEMI-INTENSIVA,,,,31/12/2021,22/04/2026,-1,
IT_203-130024,CASA DI CURA VILLA SERENA,,42.5179555,14.1150520,,,,CITTA' SANT'ANGELO,"VIALE L. PERUZZI, 19",IT,,367,,,,Public,CHIRURGIA GENERALE | GERIATRIA | MEDICINA GENERALE | NEUROLOGIA | ORTOPEDIA E TRAUMATOLOGIA | PSICHIATRIA | TERAPIA INTENSIVA | RECUPERO E RIABILITAZIONE | LUNGODEGENTI,,,,31/12/2021,22/04/2026,-1,
IT_201-140001,PRESIDIO OSPEDALIERO 'A.CARDARELLI',,41.54786333,14.62232672,,,,CAMPOBASSO,VIA L. MONTALBÒ SNC C.DA TAPPINO,IT,,308,,,,Public,CARDIOLOGIA | CHIRURGIA GENERALE | CHIRURGIA VASCOLARE | MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ | MALATTIE INFETTIVE E TROPICALI | MEDICINA GENERALE | NEFROLOGIA | NEUROLOGIA | OCULISTICA | ODONTOIATRIA E STOMATOLOGIA | ORTOPEDIA E TRAUMATOLOGIA | OSTETRICIA E GINECOLOGIA | OTORINOLARINGOIATRIA | PEDIATRIA | PSICHIATRIA | UROLOGIA | TERAPIA INTENSIVA | UNITA` CORONARICA | ASTANTERIA | RECUPERO E RIABILITAZIONE | NEONATOLOGIA | ONCOLOGIA | TERAPIA INTENSIVA NEONATALE | TERAPIA DEL DOLORE | DETENUTI,,,,31/12/2021,22/04/2026,-1,
IT_903-150903-03,CTO,,40.86867946,14.24591818,,,,NAPOLI,VIALE COLLI AMINEI 21,IT,,152,,,,Private,CARDIOLOGIA | CHIRURGIA GENERALE | NEUROCHIRURGIA | NEUROLOGIA | ORTOPEDIA E TRAUMATOLOGIA | TERAPIA INTENSIVA | ASTANTERIA | RECUPERO E RIABILITAZIONE,,,,31/12/2021,22/04/2026,-1,
IT_116-160063,OSPEDALE GALLIPOLI 'SACRO CUORE DI GESU',,40.05652124,18.01522561,,,,GALLIPOLI,STRADA PROV.LE ALEZIO-GALLIPOLI,IT,,217,,,,Public,CARDIOLOGIA | CHIRURGIA GENERALE | MEDICINA GENERALE | ORTOPEDIA E TRAUMATOLOGIA | OSTETRICIA E GINECOLOGIA | PEDIATRIA | TERAPIA INTENSIVA | UNITA` CORONARICA | LUNGODEGENTI | ONCOLOGIA | PNEUMOLOGIA,,,,31/12/2021,22/04/2026,-1,
IT_201-180010-01,OSPEDALE CORIGLIANO,,39.59106877,16.52044231,,,,CORIGLIANO-ROSSANO,VIALE RIMEMBRANZE,IT,,139,,,,Public,DAY HOSPITAL | CHIRURGIA GENERALE | MEDICINA GENERALE | NEUROLOGIA | OSTETRICIA E GINECOLOGIA | OTORINOLARINGOIATRIA | PEDIATRIA | PSICHIATRIA | UROLOGIA,,,,31/12/2021,22/04/2026,-1,
IT_114-160078,OSPEDALE REGIONALE EE 'MIULLI',,40.86354388,16.80287479,,,,ACQUAVIVA DELLE FONTI,S.P. ACQUAVIVA SANTERAMO 127,IT,,686,,,,Private,CARDIOLOGIA | CHIRURGIA GENERALE | CHIRURGIA MAXILLO FACCIALE | CHIRURGIA VASCOLARE | EMATOLOGIA | MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ | GERIATRIA | MALATTIE INFETTIVE E TROPICALI | MEDICINA GENERALE | NEFROLOGIA | NEUROCHIRURGIA | NEUROLOGIA | OCULISTICA | ORTOPEDIA E TRAUMATOLOGIA | OSTETRICIA E GINECOLOGIA | OTORINOLARINGOIATRIA | PEDIATRIA | UROLOGIA | TERAPIA INTENSIVA | UNITA` CORONARICA | DERMATOLOGIA | RECUPERO E RIABILITAZIONE | GASTROENTEROLOGIA | NEONATOLOGIA | ONCOLOGIA | PNEUMOLOGIA | TERAPIA INTENSIVA NEONATALE | TERAPIA SEMI-INTENSIVA | TERAPIA DEL DOLORE,,,,31/12/2021,22/04/2026,-1,
IT_205-120088,I.N.I. SRL DIVISIONE MEDICUS HOTEL,,41.94898674,12.80082069,,,,TIVOLI,"STRADA COLLE RIPOLI, 16",IT,,88,,,,Public,IMMUNOLOGIA | RECUPERO E RIABILITAZIONE,,,,31/12/2021,22/04/2026,-1,
IT_202-150371,CASA DI CURA VILLA MARGHERITA SRL,,41.10677226,14.82217320,,,,BENEVENTO,CONTRADA PIANO CAPPELLE,IT,,135,,,,Public,RECUPERO E RIABILITAZIONE | LUNGODEGENTI,,,,31/12/2021,22/04/2026,-1,
IT_201-150150-02,P.SP.RIABILITATIVO DON GNOCCHI,,40.93106280,15.16169235,,,,SANT'ANGELO DEI LOMBARDI,VIA QUADRIVIO,IT,,111,,,,Public,RECUPERO E RIABILITAZIONE | NEURO-RIABILITAZIONE,,,,31/12/2021,22/04/2026,-1,
IT_203-150423,CLINICA PADRE PIO S.R.L.,,41.13647641,13.86523877,,,,MONDRAGONE,VIA APPIA ANTICA LOC. INCALDANA,IT,,158,,,,Public,CHIRURGIA GENERALE | IMMUNOLOGIA | MEDICINA GENERALE | UROLOGIA,,,,31/12/2021,22/04/2026,-1,
IT_904-150904-01,A.O. OO.RR. SANGIOVANNI DI DIO E RUGGI,,40.64920208,14.82893098,,,,SALERNO,S. LEONARDO,IT,,707,,,,Public,CARDIOCHIRURGIA | CARDIOLOGIA | CHIRURGIA GENERALE | CHIRURGIA MAXILLO FACCIALE | CHIRURGIA PEDIATRICA | CHIRURGIA PLASTICA | CHIRURGIA TORACICA | CHIRURGIA VASCOLARE | EMATOLOGIA | MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ | MALATTIE INFETTIVE E TROPICALI | MEDICINA GENERALE | NEFROLOGIA | NEUROCHIRURGIA | NEUROLOGIA | NEUROPSICHIATRIA INFANTILE | OCULISTICA | ORTOPEDIA E TRAUMATOLOGIA | OSTETRICIA E GINECOLOGIA | OTORINOLARINGOIATRIA | PEDIATRIA | PSICHIATRIA | UROLOGIA | TERAPIA INTENSIVA | UNITA` CORONARICA | EMODIALISI | RECUPERO E RIABILITAZIONE | GASTROENTEROLOGIA | NEONATOLOGIA | ONCOLOGIA | PNEUMOLOGIA | TERAPIA INTENSIVA NEONATALE | TERAPIA SEMI-INTENSIVA | DETENUTI,,,,31/12/2021,22/04/2026,-1,
IT_112-160172-03,OSPEDALE MOSCATI - TARANTO/STATTE,,40.53958291,17.27698056,,,,STATTE,VIA PER MARTINA FRANCA,IT,,256,,,,Public,EMATOLOGIA | GERIATRIA | MALATTIE INFETTIVE E TROPICALI | MEDICINA GENERALE | OCULISTICA | OTORINOLARINGOIATRIA | PSICHIATRIA | TERAPIA INTENSIVA | ONCOLOGIA | PNEUMOLOGIA | TERAPIA SEMI-INTENSIVA,,,,31/12/2021,22/04/2026,-1,
IT_116-160150,CASA DI CURA CITTA' DI LECCE,,40.34051501,18.12918677,,,,LECCE,VIA PROVINCIALE PER ARNESANO KM. 4,IT,,118,,,,Public,CARDIOCHIRURGIA | CARDIOLOGIA | CHIRURGIA GENERALE | NEUROCHIRURGIA | OCULISTICA | ORTOPEDIA E TRAUMATOLOGIA | TERAPIA INTENSIVA | UNITA` CORONARICA | RECUPERO E RIABILITAZIONE | ONCOLOGIA,,,,31/12/2021,22/04/2026,1,
IT_204-190321,P. O. 'FERRO-CAPRA-BRANCIFORTE',,37.65238176,14.41127256,,,,LEONFORTE,CONTRADA S. GIOVANNI,IT,,62,,,,Public,CHIRURGIA GENERALE | MALATTIE INFETTIVE E TROPICALI | MEDICINA GENERALE | RECUPERO E RIABILITAZIONE | LUNGODEGENTI,,,,31/12/2021,22/04/2026,-1,
IT_205-190323,P.O. 'NUOVO CUTRONI ZODDA' BARCELLONA,,38.15204709,15.22130282,,,,BARCELLONA POZZO DI GOTTO,CONTRADA S. ANDREA,IT,,46,,,,Public,MALATTIE INFETTIVE E TROPICALI | MEDICINA GENERALE | PSICHIATRIA | PNEUMOLOGIA,,,,31/12/2021,22/04/2026,-1,
IT_912-50912-02,AOUI DI VERONA BORGO ROMA,,45.40442,10.99188,,,,VERONA,PIAZZALE L.A. SCURO,IT,,355,,,,Public,ALLERGOLOGIA | ANGIOLOGIA | CHIRURGIA GENERALE | CHIRURGIA MAXILLO FACCIALE | EMATOLOGIA | MALATTIE INFETTIVE E TROPICALI | MEDICINA GENERALE | NEUROLOGIA | OCULISTICA | ORTOPEDIA E TRAUMATOLOGIA | PSICHIATRIA | TERAPIA INTENSIVA | GASTROENTEROLOGIA | ONCOLOGIA | REUMATOLOGIA | DAY SURGERY | CURE PALLIATIVE,,,,31/12/2021,22/04/2026,-1,
IT_902-90902,AZIENDA OSPEDALIERA UNIVERSITARIA SENESE,,43.342,11.3276,,,,SIENA,V.LE BRACCI - LOC.LE SCOTTE,IT,,731,,,,Public,CARDIOCHIRURGIA | CARDIOLOGIA | CHIRURGIA GENERALE | CHIRURGIA MAXILLO FACCIALE | CHIRURGIA PEDIATRICA | CHIRURGIA PLASTICA | CHIRURGIA TORACICA | CHIRURGIA VASCOLARE | EMATOLOGIA | MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ | MALATTIE INFETTIVE E TROPICALI | MEDICINA GENERALE | NEUROCHIRURGIA | NEUROLOGIA | NEUROPSICHIATRIA INFANTILE | OCULISTICA | ORTOPEDIA E TRAUMATOLOGIA | OSTETRICIA E GINECOLOGIA | OTORINOLARINGOIATRIA | PEDIATRIA | PSICHIATRIA | UROLOGIA | NEFROLOGIA (ABILITATO AL TRAPIANTO RENE) | TERAPIA INTENSIVA | UNITA` CORONARICA | DERMATOLOGIA | RECUPERO E RIABILITAZIONE | GASTROENTEROLOGIA | ONCOLOGIA | PNEUMOLOGIA | RADIOTERAPIA | REUMATOLOGIA | TERAPIA INTENSIVA NEONATALE,,,,31/12/2021,22/04/2026,-1,
DK_10057,"AALBORG UNIVERSITETSHOSPITAL, SYD",,57.037953,9.909282,,,9000,AALBORG,HOBROVEJ 18 - 22,DK,,,,,,public,,,,http://www.aalborguh.rn.dk/syd,06/10/2023,22/04/2026,-1,
DK_9336,"ESBJERG OG GRINDSTED SYGEHUS, ESBJERG",,55.473859,8.456703,,,6700,ESBJERG,FINSENSGADE 35,DK,,,,,,public,,,,https://esbjerggrindstedsygehus.dk/,06/10/2023,22/04/2026,-1,
